Comment,GPT_4_Predicted_MLTD_label,spaCy_Predicted_MLTD_label,actual_MLTD_label,SATD_predictor
move wg0;1 in vgprs into sgprs,No,No,n,>SATD
move wg0;1 in vgprs into sgprs,No,No,n,>SATD
move wg0;1 in vgprs into sgprs,No,No,n,>SATD
Gives pointer shift some room to move left; even into the previous macro-tile,No,Yes,y,>SATD
Original stagger register.  Only needed for Persistent,No,Yes,y,>Not SATD
Create a special macro that does one K iter if needed:,No,No,n,>Not SATD
move vgprs into sgprs,No,No,n,>SATD
Blocked rows or columns,No,Yes,y,>Not SATD
TODO: Can refactor code above to Compute this directly:,Yes,No,y,>SATD
remainder; unused here,Yes,Yes,y,>Not SATD
TODO: add some adds,Yes,No,y,>SATD
TODO - does this handle N-dim tensors correctly?,Yes,Yes,y,>SATD
"kStr += inst(\""s_mov_b32\""; sgpr(\""OffsetB\""); sgpr(\""SrdB+0\""); \""hack to save\"")",Yes,Yes,y,>SATD
TODO - handle vector-load,Yes,Yes,y,>SATD
Perhaps could optimize this into something simpler with fewer bank conflicts,Yes,Yes,y,>SATD
TODO-packed - modify to ignore packed; perhaps:,Yes,Yes,y,>SATD
TODO - why does this use VectorWidth to control store width?  Could be GlobalWriteVectorWidth?,Yes,Yes,y,>SATD
TODO - for PreciseBoundsCheckStore we could set bounds on C to tile dim,Yes,Yes,y,>SATD
TODO for atomic GWVW:,Yes,No,y,>SATD
TODO - use BFE here:,Yes,No,y,>SATD
Change offset for subsequent dims (if needed),No,No,n,>Not SATD
Blocked rows or columns,No,Yes,y,>Not SATD
move wg0;1 in vgprs into sgprs,No,No,n,>SATD
TODO: add some adds,Yes,No,y,>SATD
"kStr += inst(\""v_mov_b32\""; vgpr(21); hex(self.initVgprValue); \""hack tmp in pool\"")",Yes,No,y,>SATD
TODO - does this handle N-dim tensors correctly?,Yes,Yes,y,>SATD
add a wrap increment; if needed:,No,No,n,>Not SATD
TODO - does this handle multiple summation indices?,Yes,Yes,y,>SATD
fixme-iui  need to use wrapping increment for double or triple buffering:,Yes,No,y,>SATD
TODO - handle vector-load,Yes,Yes,y,>SATD
TODO - future opportunities for store vgpr and other optimization,Yes,Yes,y,>SATD
TODO - why does this use VectorWidth to control store width?  Could be GlobalWriteVectorWidth?,Yes,Yes,y,>SATD
TODO - for hpa the host should pass in an F32 alpha so we don't have to do it here,Yes,Yes,y,>SATD
so will use VGPR from consec elements? TODO,Yes,No,y,>SATD
Grow the register pool if needed - we need enough regs for at least one element,No,Yes,y,>Not SATD
range of the tmps.  Maybe want to move vgprSerial to first vgpr?,Yes,Yes,y,>SATD
approx psuedocode; probably not quite right:,No,Yes,y,>Not SATD
fixme; do we need this for atomic? BOZO,Yes,No,y,>SATD
TODO for atomic GWVW:,Yes,No,y,>SATD
TODO - we are always atomic here?,Yes,No,y,>SATD
implement wider stores,No,Yes,y,>Not SATD
unused,Yes,No,y,>Not SATD
Gives pointer shift some room to move left; even into the previous macro-tile,No,Yes,y,>SATD
Original stagger register.  Only needed for Persistent,No,Yes,y,>Not SATD
Create a special macro that does one K iter if needed:,No,No,n,>Not SATD
FIXME op_sel,Yes,Yes,y,>SATD
jgolds HACK,Yes,Yes,y,>SATD
move vgprs into sgprs,No,No,n,>SATD
Blocked rows or columns,No,Yes,y,>Not SATD
move wg0;1 in vgprs into sgprs,No,No,n,>SATD
TODO - For GlobalSplitU; perhaps need to do this before the GSU workgroup assignment?  Or NumWorkGroups0,Yes,Yes,y,>SATD
TODO: Can refactor code above to Compute this directly:,Yes,No,y,>SATD
remainder; unused here,Yes,Yes,y,>Not SATD
TODO: add some adds,Yes,No,y,>SATD
"kStr += inst(\""v_mov_b32\""; vgpr(21); hex(self.initVgprValue); \""hack tmp in pool\"")",Yes,No,y,>SATD
TODO - does this handle N-dim tensors correctly?,Yes,Yes,y,>SATD
TODO - does this handle multiple summation indices?,Yes,Yes,y,>SATD
fixme-iui  need to use wrapping increment for double or triple buffering:,Yes,No,y,>SATD
TODO - handle vector-load,Yes,Yes,y,>SATD
Perhaps could optimize this into something simpler with fewer bank conflicts,Yes,Yes,y,>SATD
TODO - future opportunities for store vgpr and other optimization,Yes,Yes,y,>SATD
TODO-packed - modify to ignore packed; perhaps:,Yes,Yes,y,>SATD
TODO - why does this use VectorWidth to control store width?  Could be GlobalWriteVectorWidth?,Yes,Yes,y,>SATD
TODO - for hpa the host should pass in an F32 alpha so we don't have to do it here,Yes,Yes,y,>SATD
how many vgprs are needed for zero elements,No,Yes,y,>Not SATD
5 = how many vgprs are needed per element (flat),No,Yes,y,>Not SATD
so will use VGPR from consec elements? TODO,Yes,No,y,>SATD
Grow the register pool if needed - we need enough regs for at least one element,No,Yes,y,>Not SATD
TODO : the vgprSerial is needed for-ever and if we grow here will split the,Yes,No,y,>SATD
range of the tmps.  Maybe want to move vgprSerial to first vgpr?,Yes,Yes,y,>SATD
TODO - if this is the last tile; don't need to jump to next instruction,Yes,Yes,y,>SATD
approx psuedocode; probably not quite right:,No,Yes,y,>Not SATD
TODO - for PreciseBoundsCheckStore we could set bounds on C to tile dim,Yes,Yes,y,>SATD
TODO - Fix for double here; would need bigger load,Yes,Yes,y,>SATD
TODO for atomic GWVW:,Yes,No,y,>SATD
TODO - we are always atomic here?,Yes,No,y,>SATD
unused,Yes,No,y,>Not SATD
Original stagger register.  Only needed for Persistent,No,Yes,y,>Not SATD
Change offset for subsequent dims (if needed),No,No,n,>Not SATD
move vgprs into sgprs,No,No,n,>SATD
Blocked rows or columns,No,Yes,y,>Not SATD
TODO - For GlobalSplitU; perhaps need to do this before the GSU workgroup assignment?  Or NumWorkGroups0,Yes,Yes,y,>SATD
TODO: Can refactor code above to Compute this directly:,Yes,No,y,>SATD
"kStr += inst(\""v_mov_b32\""; vgpr(21); hex(self.initVgprValue); \""hack tmp in pool\"")",No,No,n,>SATD
TODO - does this handle N-dim tensors correctly?,Yes,Yes,y,>SATD
"kStr += inst(\""s_mov_b32\""; sgpr(\""OffsetB\""); sgpr(\""SrdB+0\""); \""hack to save\"")",Yes,Yes,y,>SATD
TODO - does this handle multiple summation indices?,Yes,Yes,y,>SATD
TODO - handle vector-load,Yes,Yes,y,>SATD
TODO - future opportunities for store vgpr and other optimization,Yes,Yes,y,>SATD
TODO-packed - modify to ignore packed; perhaps:,Yes,Yes,y,>SATD
TODO - why does this use VectorWidth to control store width?  Could be GlobalWriteVectorWidth?,Yes,Yes,y,>SATD
TODO - for hpa the host should pass in an F32 alpha so we don't have to do it here,Yes,Yes,y,>SATD
TODO - could tune these for store mode (BufferStore; edge; etc):,Yes,Yes,y,>SATD
how many vgprs are needed for zero elements,No,Yes,y,>Not SATD
5 = how many vgprs are needed per element (flat),No,Yes,y,>Not SATD
so will use VGPR from consec elements? TODO,Yes,No,y,>SATD
TODO : the vgprSerial is needed for-ever and if we grow here will split the,Yes,No,y,>SATD
approx psuedocode; probably not quite right:,No,Yes,y,>Not SATD
fixme; do we need this for atomic? BOZO,Yes,No,y,>SATD
TODO for atomic GWVW:,Yes,No,y,>SATD
TODO - we are always atomic here?,Yes,No,y,>SATD
implement wider stores,No,Yes,y,>Not SATD
TODO - use BFE here:,Yes,No,y,>SATD
unused,Yes,No,y,>Not SATD
TODO: Configure this,Yes,No,y,>SATD
TODO: Handle both from cmdline and python APIs.,Yes,Yes,y,>SATD
TODO: Can we get rid of this try-except clause?,Yes,Yes,y,>SATD
orion.core.cli.main('init-only') # TODO: deprecate init_only,Yes,No,y,>SATD
TODO: Move somewhere else to share with `db setup`.,Yes,No,y,>SATD
TODO: Remove this when factory is reworked,Yes,Yes,y,>SATD
TODO: Remove,Yes,No,y,>SATD
TODO: Get rid of it,Yes,Yes,y,>SATD
TODO: branch_from cannot be passed from build_from_cmdargs; must add --branch-from argument,Yes,Yes,y,>SATD
# TODO: Remove when space is ready,Yes,Yes,y,>SATD
TODO: This should only be possible when using cmdline API,Yes,No,y,>SATD
TODO: storage = orion.core.config.storage.to_dict(),Yes,Yes,y,>SATD
TODO: Find a better solution,Yes,No,y,>SATD
TODO: handle all other arguments,Yes,Yes,y,>SATD
TODO: Find a better solution,Yes,No,y,>SATD
TODO: Find a better solution,Yes,No,y,>SATD
TODO: Remove and replace Experiment's init with this,Yes,Yes,y,>SATD
hack_until_config_is_refactored(experiment),Yes,No,y,>SATD
TODO: Remove and use OrionState instead,Yes,Yes,y,>SATD
TODO: Replace when space in db,Yes,Yes,y,>SATD
TODO: Find another way around the circular import,Yes,Yes,y,>SATD
TODO: Parse commandline for any options to python and pick the script filepath properly,Yes,No,y,>SATD
TODO: Will this support -config as well; or only --config?,Yes,Yes,y,>SATD
need to implement interior-points algorithm to solve the convex problem by CVXPY in future#,Yes,Yes,y,>SATD
TODO: How could we support orion.core.config.storage.database as well?,Yes,No,y,>SATD
TODO: TPE should support this case once discrete is added;,Yes,Yes,y,>SATD
TODO: TPE should support this case once discrete is added;,Yes,Yes,y,>SATD
TODO: Make a plot using Plotly,No,Yes,y,>SATD
TODO: Delegate call to correct plotting functions.,Yes,No,y,>SATD
TODO: user_args won't be defined if reading from DB only (`orion hunt -n <exp> ` alone),Yes,Yes,y,>SATD
TODO: task can be an object instead of package.class,Yes,No,y,>SATD
TODO use sequential id,Yes,Yes,y,>SATD
TODO: Fix these singletons to remove Legacy; MongoDB; PickledDB and EphemeralDB.,Yes,Yes,y,>SATD
TODO: task can be an object instead of package.class,Yes,No,y,>SATD
TODO: it is a blocking call,Yes,No,y,>SATD
TODO: Find a better solution,Yes,No,y,>SATD
TODO: We should move branching specific stuff below in a centralized place for EVC stuff.,Yes,Yes,y,>SATD
TODO: Remove this; it is all in cmdline_parser now,Yes,Yes,y,>SATD
TODO move this,Yes,Yes,y,>SATD
TODO: Use binary search instead of incrementing by one.,Yes,Yes,y,>SATD
TODO move this,Yes,Yes,y,>SATD
TODO: Why this one fails???,Yes,No,y,>SATD
TODO move this,Yes,Yes,y,>SATD
"if(\""youtube_id\"" not in entry or  TODO: uncomment this",Yes,No,y,>SATD
"if(\""youtube_id\"" not in entry or  TODO: uncomment this",Yes,No,y,>SATD
TODO,Yes,Yes,n,>SATD
TODO,Yes,Yes,n,>SATD
meta_information = row['meta']  # TODO include in Gulpio,Yes,No,y,>SATD
# TODO improvable... Only jpg?,Yes,No,y,>SATD
TODO log file; print statement;...,Yes,Yes,y,>SATD
TODO log file; print statement;...,Yes,Yes,y,>SATD
TODO: read item by gulpio api,Yes,Yes,y,>SATD
TODO: add limited pickling support for sharing an iterator,Yes,Yes,y,>SATD
Probably the best way to do this is by moving the sample pushing,No,Yes,y,>SATD
The minimum number of characters needed for a line to be valid.,No,Yes,y,>Not SATD
We also apply a little hack to make sure paragraphs are separated.,Yes,Yes,y,>SATD
TODO: Error handling,Yes,No,y,>SATD
TODO: Make sleep decision based on time since last,Yes,Yes,y,>SATD
TODO: Max messages per tick?,Yes,Yes,y,>SATD
TODO: may not be available yet,Yes,No,y,>SATD
TODO: Message batching,Yes,No,y,>SATD
TODO: Timeout,Yes,No,y,>SATD
TODO: Max messages per tick?,Yes,Yes,y,>SATD
TODO: Handle CTRL+C,Yes,No,y,>SATD
TODO: Delete this?,Yes,No,y,>SATD
TODO: Message batching,Yes,No,y,>SATD
TODO: Error handling,Yes,No,y,>SATD
Implement the sys.stdout interface,No,Yes,y,>Not SATD
TODO: Decide if we want to handle the additional callbacks:,Yes,Yes,y,>SATD
TODO: Make this part pass in PY3 (for some reason the sampling is slightly different in PY3),Yes,Yes,y,>SATD
"todo: add \""s\"" to stopwords",Yes,No,y,>SATD
TODO: Make this less cumbersome,Yes,No,y,>SATD
TODO: Incorporate token position here as well to improve,Yes,Yes,y,>SATD
# to-do (mohit): cache probdist for given text; so if we've already computed,Yes,Yes,y,>SATD
TODO: This branch happens when there's only one content word,Yes,Yes,y,>SATD
We don't need the searcher around; so we perhaps save on some IDF,Yes,Yes,y,>SATD
TODO: My implementation of idf isn't matching *exactly* with theirs;,Yes,Yes,y,>SATD
probably be fixed.,Yes,Yes,y,>SATD
TODO: Make sure the name matches metadata,Yes,Yes,y,>SATD
"flags.define_list(\""train_columns\""; [\""title_score\""; \""title_edit_dist\""; \""bias\""; \""body_score\""];",No,Yes,y,>Not SATD
"\""Columns used to build model\"")",No,No,n,>Not SATD
al = ActiveLearner(flags.raw_csv; flags.match_location; flags.train_columns; max_size=flags.max_size),No,Yes,y,>Not SATD
TODO: Make referring expression data-driven,Yes,No,y,>SATD
TODO: add start\/end tokens (perhaps as option),Yes,Yes,y,>SATD
TODO: Incorporate token position here as well to improve,Yes,Yes,y,>SATD
guess_df so it is safe and efficient to compute the text before iterating over guesses,No,Yes,y,>SATD
Save the model if its better,No,Yes,y,>Not SATD
wasteful in terms of memory. It is better to pay the cost to copy a small portion,Yes,Yes,y,>SATD
Save the model if its better,No,Yes,y,>Not SATD
wasteful in terms of memory. It is better to pay the cost to copy a small portion,Yes,Yes,y,>SATD
Save the model if its better,No,Yes,y,>Not SATD
RidgeClassifier is better but has no probabilistic interpretation,No,No,n,>SATD
Todo: sort by (redirected) wikipedia page frequency,Yes,No,y,>SATD
TODO: sort by frequency,Yes,No,y,>SATD
FIXME there might be missing guesses so the length might vary,Yes,Yes,y,>SATD
FIXME because there can be missing guessers; must iterate position first,Yes,Yes,y,>SATD
TODO: Change folds to use correct ones,Yes,No,y,>SATD
TODO: use an actual rate limiter rather than just a delay,Yes,Yes,y,>SATD
Maybe group paragraphs together until we hit a length limit,No,No,n,>SATD
TODO,Yes,Yes,n,>SATD
Fix up whitespaces,No,Yes,y,>Not SATD
Fix up whitespaces,No,Yes,y,>Not SATD
TODO: If we care about more than one user (entrant); need to change logic here,Yes,Yes,y,>SATD
TODO: what if the sentences in a batch are all of different lengths?,Yes,Yes,y,>SATD
TODO: add arguments for CUDA,Yes,Yes,y,>SATD
needed to ensure reproduction of random word vectors for out of vocab terms,No,Yes,y,>Not SATD
TODO: we may support size = -1 in the future,Yes,No,y,>SATD
BucketIterator buckets the examples according to length so less padding is needed,No,Yes,y,>Not SATD
TODO: fix by reading the .dimensions file,Yes,Yes,y,>SATD
model_outfile is actually a directory; using model_outfile to conform to Trainer naming convention,No,Yes,y,>Not SATD
actually a directory; using model_outfile to conform to Trainer naming convention,No,Yes,y,>Not SATD
actually a directory; using model_outfile to conform to Trainer naming convention,No,Yes,y,>Not SATD
actually a directory; using model_outfile to conform to Trainer naming convention,No,Yes,y,>Not SATD
TODO: Add Poisson Loss,Yes,No,y,>SATD
as needed so it is possible to run multiple tf sessions on the same GPU,No,No,n,>Not SATD
"\""\""\"" || Demonstrates image-based grasp candidate sampling; which is used in the || GQ-CNN-based grasping policy || Author: Jeff Mahler || \""\""\""",No,No,n,>SATD
fix possible reflections due to SVD,Yes,Yes,y,>SATD
TODO: remove this and figure out why queue thread does not properly exit,Yes,Yes,y,>SATD
TODO: remove this and figure out why queue thread does not properly exit,Yes,Yes,y,>SATD
TODO: visualize grasps by quality,Yes,Yes,y,>SATD
as needed so it is possible to run multiple tf sessions on the same GPU,No,No,n,>Not SATD
TODO: Add Poisson Loss,Yes,No,y,>SATD
TODO: currently we are assuming the layer before a res layer must be conv layer; fix this,Yes,Yes,y,>SATD
TODO: Clean this giant if statement up,Yes,Yes,y,>SATD
TODO: currently we are assuming the layer before a res layer must be conv layer; fix this,Yes,Yes,y,>SATD
TODO: Add Poisson Loss,Yes,No,y,>SATD
as needed so it is possible to run multiple tf sessions on the same GPU,No,No,n,>Not SATD
allocate output tensor if needed,No,No,n,>Not SATD
allocate mask channel if needed,No,No,n,>Not SATD
as needed so it is possible to run multiple tf sessions on the same GPU,No,No,n,>Not SATD
"\""\""\"" || Displays robust grasps planned using a GQ-CNN-based policy on a set of saved RGB-D images. || The default configuration is cfg\/examples\/policy.yaml. ||  || Author || ------ || Jeff Mahler || \""\""\""",No,No,n,>SATD
"\""\""\"" || Compare a set of GQ-CNN models ||  || Author || ------ || Jeff Mahler || \""\""\""",No,Yes,y,>SATD
"\""\""\"" || Analyzes a GQ-CNN model. ||  || Author || ------ || Vishal Satish and Jeff Mahler || \""\""\""",No,Yes,y,>Not SATD
"\""\""\"" || Makes a new split for a TensorDataset ||  || Author || ------ || Jeff Mahler || \""\""\""",No,Yes,y,>SATD
fix legacy,Yes,Yes,y,>Not SATD
"\""\""\"" || Converts a GQ-CNN model trained using the Dex-Net train_grasp_quality_cnn.py script to a model that the GQ-CNN package can import. || Author: Jeff Mahler || \""\""\""",No,Yes,y,>Not SATD
"\""\""\"" || GQCNN network implemented in Tensorflow || Author: Vishal Satish || \""\""\""",No,Yes,y,>Not SATD
allocate output tensor if needed,No,No,n,>Not SATD
fix legacy,Yes,Yes,y,>Not SATD
"\""\""\"" || Displays robust grasps planned using a GQ-CNN-based policy on a set of saved RGB-D images. || The default configuration is cfg\/examples\/policy.yaml. ||  || Author || ------ || Jeff Mahler || \""\""\""",No,No,n,>SATD
"\""\""\"" || FC-GQCNN network implemented in Tensorflow || Author: Vishal Satish || \""\""\""",No,Yes,y,>Not SATD
"\""\""\"" || Displays robust grasps planned using a GQ-CNN-based policy on a set of saved RGB-D images. || The default configuration is cfg\/examples\/policy.yaml. ||  || Author || ------ || Jeff Mahler || \""\""\""",No,No,n,>SATD
"\""\""\"" || Script to convert TensorDataset split indices to legacy indices format ||  || Author: Vishal Satish || \""\""\""",No,Yes,y,>SATD
TODO: don't access raw depth data like this,Yes,No,y,>SATD
get success probablility predictions only (this is needed because the output of the net is pairs of (p_failure; p_success)),No,No,n,>Not SATD
hack to fix reverse angle convention,Yes,Yes,y,>SATD
support for legacy file naming convention,Yes,Yes,y,>Not SATD
fix legacy #TODO: @Jeff; what needs to be fixed here? Or did I add this in?,Yes,Yes,y,>SATD
TODO: @Jeff; this isn't needed; right?,Yes,Yes,y,>SATD
TODO: This really doesn't need to it's own layer type...it does the same thing as _build_fc_layer(),Yes,Yes,y,>SATD
TODO: @Vishal integrate this in a cleaner fashion,Yes,Yes,y,>SATD
TODO: @Vishal refactor this function to refer to 'tensor' instead of 'file',Yes,Yes,y,>SATD
TODO: @Vishal this needs to be refactored to reference a 'tensor' instead of a 'file',Yes,Yes,y,>SATD
fix legacy,Yes,Yes,y,>Not SATD
TODO: @Vishal update this to work with angular outputs,Yes,Yes,y,>SATD
TODO: @Vishal integrate this in a cleaner fashion,Yes,Yes,y,>SATD
TODO: @Vishal we should really be doing this in some factory policy,Yes,Yes,y,>SATD
support for legacy file naming convention,Yes,Yes,y,>Not SATD
TODO: This really doesn't need to it's own layer type...it does the same thing as _build_fc_layer(),Yes,Yes,y,>SATD
fix legacy,Yes,Yes,y,>Not SATD
TODO: @Vishal update this to work with angular outputs,Yes,Yes,y,>SATD
TODO: @Vishal integrate this in a cleaner fashion,Yes,Yes,y,>SATD
TODO: @Vishal refactor this function to refer to 'tensor' instead of 'file',Yes,Yes,y,>SATD
TODO: @Vishal this needs to be refactored to reference a 'tensor' instead of a 'file',Yes,Yes,y,>SATD
"\""\""\"" || Constraint functions for grasp sampling || Author: Jeff Mahler || \""\""\""",No,Yes,y,>Not SATD
fix legacy,Yes,Yes,y,>Not SATD
support for legacy file naming convention,Yes,Yes,y,>Not SATD
TODO: This really doesn't need to it's own layer type...it does the same thing as _build_fc_layer(),Yes,Yes,y,>SATD
TODO: control to reach the grasp pose,Yes,No,y,>SATD
TODO: @Vishal this is redundant; right?,Yes,Yes,y,>SATD
TODO: @Vishal update this to work with angular outputs,Yes,Yes,y,>SATD
TODO: @Vishal rename this because it doesn't really open the dataset; which happens in self._load_and_enqueue(),Yes,Yes,y,>SATD
TODO: @Vishal refactor this function to refer to 'tensor' instead of 'file',Yes,Yes,y,>SATD
TODO: @Vishal this needs to be refactored to reference a 'tensor' instead of a 'file',Yes,Yes,y,>SATD
this is a hack because it seems that psutil is returning a lower load than htop; which could be because htop takes into account queued tasks,Yes,Yes,y,>SATD
TODO: @Vishal we should really be doing this in some factory policy,Yes,Yes,y,>SATD
"\""\""\"" || Script for searching over Grasp Quality Convolutional Neural Network (GQ-CNN) hyper-parameters. ||  || Author || ------ || Vishal Satish || \""\""\""",No,No,n,>SATD
TODO: @Vishal we should really be doing this in some factory policy,Yes,Yes,y,>SATD
"\""\""\"" || Constraint functions for grasp sampling || Author: Jeff Mahler || \""\""\""",No,Yes,y,>Not SATD
fix legacy,Yes,Yes,y,>Not SATD
TODO: @Jeff; this isn't needed; right?,Yes,Yes,y,>SATD
TODO: @Vishal find a better way to find policy type,Yes,No,y,>SATD
TODO: @Vishal figure out why install.run(self) causes install_requires to be ignored,Yes,Yes,y,>SATD
TODO: @Vishal figure out why install.run(self) causes install_requires to be ignored,Yes,Yes,y,>SATD
"TODO (vsatish): Figure out why this isn\""t printed.",Yes,Yes,y,>SATD
TODO(vsatish): Confirm that this is really not needed.,Yes,Yes,y,>SATD
"\""\""\"" || FC-GQ-CNN network implemented in Tensorflow || Author: Vishal Satish || \""\""\""",No,Yes,y,>Not SATD
TODO: Eliminate the notebook from disk if it's an Untitled one,Yes,Yes,y,>SATD
TODO: Eliminate the notebook from disk if it's an Untitled one,Yes,Yes,y,>SATD
TODO: Eliminate the notebook from disk if it's an Untitled one,Yes,Yes,y,>SATD
because it's needed by our kernel spec.,No,No,n,>Not SATD
because it's needed by our kernel spec.,No,No,n,>Not SATD
TODO,Yes,Yes,n,>SATD
TODO: check it,Yes,No,y,>SATD
TODO: add cmd args,Yes,No,y,>SATD
TODO: check if user uses vocab_load and not rewrite vocabulary,Yes,Yes,y,>SATD
TODO,Yes,Yes,n,>SATD
TODO: n_samples % batch = 0,Yes,Yes,n,>SATD
hack for metrics,Yes,Yes,y,>SATD
TODO: profile this. Pool works over-slow.,Yes,Yes,y,>SATD
We'll impute missing values using the median for numeric columns and the most,No,Yes,y,>Not SATD
"\""\""\"" || Speedml is a Python package to speed start machine learning projects. Author @manavsehgal. Docs https:\/\/speedml.com. || \""\""\""",No,No,n,>SATD
"\""\""\"" || Speedml Xgb component with methods that work on XGBoost model workflow. Author @manavsehgal. Docs https:\/\/speedml.com. || \""\""\""",No,No,n,>Not SATD
If true; `todo` and `todoList` produce output; else they produce nothing.,Yes,Yes,y,>SATD
"\""\""\"" || Speedml is a Python package to speed start machine learning projects. Contact author https:\/\/twitter.com\/manavsehgal. Code; docs and demos https:\/\/speedml.com. || \""\""\""",No,No,n,>SATD
[TODO] What is the performance cost of message ops?,Yes,Yes,y,>SATD
"\""\""\"" || Speedml Model component with methods that work on sklearn models workflow. Contact author https:\/\/twitter.com\/manavsehgal. Code; docs and demos https:\/\/speedml.com. || \""\""\""",No,Yes,y,>Not SATD
TODO: Add more file formats supported by pandas.read_,Yes,Yes,y,>SATD
If true; `todo` and `todoList` produce output; else they produce nothing.,Yes,Yes,y,>SATD
XXX support sklearn.cross_validation cv,No,No,n,>SATD
This is a bit ugly; but it avoids running this again.,Yes,Yes,y,>SATD
XXX: 'probit',No,Yes,y,>SATD
"\""\""\""Compatibility fixes for older version of python; numpy and scipy || If you add content to this file; please give the version of the package || at which the fixe is no longer needed. || \""\""\""",Yes,Yes,y,>Not SATD
to an error. This is needed because specifying a non complex,No,Yes,y,>Not SATD
matrix had better be shifted so that we aren't allowed to,Yes,Yes,y,>SATD
rescaling needed to adjust for how frequently loss_history is updated,Yes,Yes,y,>Not SATD
Set and create logging directory and files if needed,No,Yes,y,>Not SATD
adam; rmsprop; adadelta. this should really be 1e-8,Yes,Yes,y,>SATD
compute optimal number of fragments if needed,No,No,n,>Not SATD
These functions expose a public interface that properly encapsulates their internals,No,No,n,>SATD
Create curriculum state and tracking variables if needed.,No,Yes,y,>Not SATD
create alphabet if needed and if it will be shared between layers; otherwise set to None so that _dihedrals takes care of it,No,Yes,y,>Not SATD
this layer is needed because cuDNN dropout only applies to inputs between layers; not the first inputs,No,No,n,>Not SATD
stack multiple cells if needed,No,No,n,>Not SATD
"\""\""\"" || script reverses the poses in a sequence which needed to be reversed to run VO || \""\""\""",No,Yes,y,>Not SATD
Obtain the classes from the cropped query (TO DO - Implement it directly in the model),Yes,Yes,y,>Not SATD
Obtain the classes from the cropped query (To-do implement it directly on model --> Now we do 2 forward),Yes,Yes,y,>SATD
TODO: Not sure if we should put this in a subfolder.,Yes,Yes,y,>SATD
TODO: This could be made faster with a custom ufunc,Yes,No,y,>SATD
TODO: This loads it from hdf5 files that I have prepared.,Yes,No,y,>SATD
TODO: This function is not done yet and needs more work,Yes,No,y,>SATD
TODO: This is temporary,Yes,No,y,>SATD
TODO: This function is not done yet and needs more work,Yes,No,y,>SATD
This is a bit ugly; but it avoids running this again.,Yes,Yes,y,>SATD
TODO: Add option to inspect as dict,Yes,Yes,y,>SATD
-- Options for todo extension ----------------------------------------------,No,Yes,y,>SATD
If true; `todo` and `todoList` produce output; else they produce nothing.,No,Yes,y,>SATD
Step 2: Skipping unused operators; e.g. batch normalization; linear activation quantizer,No,Yes,y,>Not SATD
"\""\""\""TVM Runtime module used to improve CPU performance.\""\""\""",No,Yes,y,>SATD
temporary: formula which derive number of qinput is not complete,Yes,No,y,>Not SATD
backward run: check the data format and transpose if needed,No,No,n,>Not SATD
TODO: hard coded for now; looking for better extraction methods,Yes,Yes,y,>SATD
If true; `todo` and `todoList` produce output; else they produce nothing.,Yes,Yes,y,>SATD
Fix unsupported image types using the Pillow.,Yes,Yes,y,>Not SATD
fix for github,No,Yes,y,>Not SATD
TODO(wakisaka): move to somewhere.,Yes,No,y,>SATD
Original model use truncated_normal as kernel init; but xavier is better than it in Cifar10 experiment.,Yes,Yes,y,>SATD
TODO(wakisaka): move to somewhere.,Yes,No,y,>SATD
TODO: check if the quantizers use same n_bits,Yes,No,y,>SATD
TODO: Neil-san; please use this to apply your threshold. 'p' is the path from qtz to conv (both included),Yes,No,y,>SATD
TODO: Neil-san; you can delete this,Yes,Yes,y,>SATD
TODO: Neil-san; you don't probably need this,Yes,Yes,y,>SATD
TODO: check if the quantizers use same n_bits,Yes,No,y,>SATD
TODO(tokunaga): the number of processes should be configurable,Yes,Yes,y,>SATD
is it really needed?,No,Yes,y,>SATD
HACK: cross py2-py3 compatible version,Yes,No,y,>SATD
fixme: default output format is NC (workaround for classification tasks),Yes,No,y,>SATD
HACK: cross py2-py3 compatible version,Yes,No,y,>SATD
TODO: These operations should be performed in Makefile instead of here,Yes,No,y,>SATD
TODO(wakisaka): move to somewhere.,Yes,No,y,>SATD
Fix unsupported image types using the PIL.,No,Yes,y,>Not SATD
TODO,Yes,Yes,n,>SATD
TODO,Yes,Yes,n,>SATD
TODO make calls to get switch state;,Yes,Yes,y,>SATD
TODO schedule something to occur for updated flows,Yes,Yes,y,>SATD
TODO change response to something reflecting success of traversal,Yes,Yes,y,>SATD
TODO compare to previous switch state,Yes,Yes,y,>SATD
TODO change response to something reflecting success of traversal,Yes,Yes,y,>SATD
TODO flag error?,Yes,No,y,>SATD
!! TODO,Yes,Yes,y,>SATD
Remove uneccesary columns,No,Yes,y,>Not SATD
"\""\""\"" || Created on 24 August 2016 || @author: bradh41; tlanham ||  || Evaluation module for deep learning || model to classify packets based on || hex headers. ||  || rabbitmq: ||     host:       poseidon-rabbit ||     exchange:   topic-poseidon-internal ||     queue:       || \""\""\""",No,Yes,n,>SATD
TODO more,Yes,No,y,>SATD
1 - (how much good stuff did we miss),No,Yes,y,>SATD
import train_deep_classifier  # NEED TO FIX blocks IMPORT,Yes,Yes,y,>Not SATD
TODO!! remove for production,Yes,Yes,y,>SATD
better translation,No,No,n,>SATD
TODO: ***This code below is temporary.***,Yes,Yes,y,>SATD
TODO: fix the mac switchout,Yes,Yes,y,>SATD
TODO!! throws away the first packet!,Yes,Yes,y,>SATD
TODO more,Yes,No,y,>SATD
