Comment,GPT_4_Predicted_MLTD_label,spaCy_Predicted_MLTD_label,actual_MLTD_label,SATD_predictor
not sure if this is needed,,,No,
          grid trainer gpu py               this file contains the implementation of a worker spanning a grid of training experiments on           a collection of gpus  it works by loading a template yaml file  modifying the resulting dict  and dumping            that as yaml into a temporary file  the   trainer   is then executed using the temporary yaml file as the task             it will run as many concurrent jobs as possible               ,,,No,
io open is needed for projects that support python 2 7,,,No,
implement a data dict pop later ,,,No,
save the model if it has a better miou score ,,,No,
assume background is implicitly needed  makes no sense to train with one class otherwise ,,,No,
specify it in yaml  is this the best approach  what if metalayers are added on the fly  ,,,No,
assume background is implicitly needed  makes no sense to predict with one class  for example  ,,,No,
the easiest way to code it  as passing a datetime time object to the,,,No,
we know better now,,,No,
other issues  simple heurestic needs work finds around half ,,,No,
softmax cross entropy loss with logits  uses sparse labels instead of one hot encoded vectors ,,,No,
collective knowledge  checking program scalability and report back to author unexpected behavior ,,,No,
record solutions if needed,,,No,
get info about lib if needed,,,No,
          split text into sentences        usage         ssplit  options    out directory source            options           newline is sentence break     whether to treat newlines as sentence breaks  true means that a newline is always a                                        sentence break  false means to ignore newlines for the purpose of sentence                                        splitting  this is appropriate for continuous text  when just the non whitespace                                        characters should be used to determine sentence breaks   default false           ,,,No,
       r    detect negative and uncertain findings from source and output to dest r    example  python negbio  main chexpert py   output examples  test neg xml examples  1 txt examples  2 txt r             python negbio  main chexpert py   skip to bioc   output examples  test neg xml examples  1 xml r     r    usage  r        main chexpert text  options    output dest sources     r        main chexpert bioc  options    output dest source r     r    options  r          mention phrases dir  directory            directory containing mention phrases for each observation  r                                                     default  negbio  chexpert  phrases  mention  r          unmention phrases dir  directory          directory containing unmention phrases  for each observation  r                                                     default  negbio  chexpert  phrases  unmention  r          neg patterns file                         negation rules  default  negbio  chexpert  patterns  negation txt  r          pre negation uncertainty patterns file    pre negation uncertainty rules r                                                     default  negbio  chexpert  patterns  pre negation uncertainty txt  r          post negation uncertainty patterns file   post negation uncertainty rules r                                                     default  negbio  chexpert  patterns  post negation uncertainty txt  r          bllip model model dir                     bllip parser model directory r                                                     default      local  share  bllipparser  genia pubmed  r          split document                            split document into passages based on section titles such as   finding    r                                                      impression   r          newline is sentence break                 whether to treat newlines as sentence breaks  true means that a newline r                                                    is always a sentence break  false means to ignore newlines for the r                                                    purpose of sentence splitting  this is appropriate for continuous text  r                                                    when just the non whitespace characters should be used to determine r                                                    sentence breaks  r          verbose                                   print more information about progress  r          ,,,No,
make sure that it ends with eos,,,No,
this is the tf backend needed for moe interpolation,,,No,
if nid in paths  continue    maybe already visited in  find paths,,,No,
continue    maybe log this,,,No,
finally select the relevant columns from the joined table,,,No,
these two numbers are needed to track if changes to the,,,No,
learnable columns,,,No,
temp  weird solution to a weird bug ,,,No,
group by the group columns,,,No,
group by the grouping variable columns,,,No,
filter out the responses based on flag columns,,,No,
return a matrix of nans if the number of columns is,,,No,
return the columns from the original frame that was passed in,,,No,
make sure that the main id columns are read as strings since,,,No,
          classes for comparing outputs of two rsmtool experiments          author  jeremy biggs  jbiggs ets org      author  anastassia loukina  aloukina ets org      author  nitin madnani  nmadnani ets org          date  10  25  2017     organization  ets          ,,,No,
          classes related to parsing configuration files    and creating configuration objects          author  jeremy biggs  jbiggs ets org      author  anastassia loukina  aloukina ets org      author  nitin madnani  nmadnani ets org          date  10  25  2017     organization  ets          ,,,No,
          classes for storing any kind of data contained    in a pd dataframe object          author  jeremy biggs  jbiggs ets org      author  anastassia loukina  aloukina ets org      author  nitin madnani  nmadnani ets org          date  10  25  2017     organization  ets          ,,,No,
          class for dealing with training built in or skll models     as well as making predictions for new data          author  jeremy biggs  jbiggs ets org      author  anastassia loukina  aloukina ets org      author  nitin madnani  nmadnani ets org          date  10  25  2017     organization  ets          ,,,No,
          run evaluation only experiments          author  jeremy biggs  jbiggs ets org      author  anastassia loukina  aloukina ets org      author  nitin madnani  nmadnani ets org          date  10  25  2017     organization  ets          ,,,No,
          classes for writing datacontainer    dataframes to files          author  jeremy biggs  jbiggs ets org      author  anastassia loukina  aloukina ets org      author  nitin madnani  nmadnani ets org          date  10  25  2017     organization  ets          ,,,No,
          utility classes and functions related to computing test    theory based evaluations         author  anastassia loukina  aloukina ets org      author  jeremy biggs  jbiggs ets org      author  nitin madnani  nmadnani ets org          date  05  20  2019     organization  ets          ,,,No,
          utility classes and functions related to computing fairness evaluations         author  anastassia loukina  aloukina ets org      author  jeremy biggs  jbiggs ets org      author  nitin madnani  nmadnani ets org          date  07  29  2019     organization  ets          ,,,No,
          utility classes and functions for converting various types          author  jeremy biggs  jbiggs ets org      author  anastassia loukina  aloukina ets org      author  nitin madnani  nmadnani ets org          organization  ets          ,,,No,
following workaround,,,No,
add image preprocessing if needed by the model,,,No,
  from flask wtf csrf import csrfprotect,,,No,
      auxiliary function to implement ops batch exec in sql environments       ,,,No,
creating packages if you think that s easier to deal with,,,No,
is there a better way to do this by adding a representation with yaml dumper ,,,No,
move it back some amount,,,No,
convention where ,,,No,
do the conversion needed for training,,,No,
next flags line might be needed in tf 1 4 but not tf 1 5,,,No,
this is a workaround to set the preprocessing mode,,,No,
momentum 0 9 seems to help training,,,No,
there should probably be an assert here,,,No,
we would have just done this directly at the start if the angle multiplier wasn t needed,,,No,
flags flags  parse flags   not needed for tf 1 5,,,No,
the following line is needed for tf versions before 1 5,,,No,
case 1  is a class   is configurable,,,No,
checks if the referring elements model is needed  if not  return 0s,,,No,
mobilenet variants use different naming convention ,,,No,
for better performance ,,,No,
jpeg files  this is a workaround for a bug in pil  the value should be,,,No,
efficient  ,,,No,
common base class  and the implement the recurrent functionality,,,No,
unused since output is constant regardless of input,,,No,
  drop unused indices,,,No,
  re name columns,,,No,
  drop columns with nan entries ,,,No,
problem but appears to work in practice  and is what we most care about ,,,No,
      self financing replicating portfolio controllers         to replicate a sold derivative on some underlying asset two basic operations are    needed       1  give an estimate  in the present market conditions  of the price of    the derivative  this determines how much initial cash is needed to initiate    the self financing portfolio that replicates the derivative  the self financing    portfolio is controlled to be equal in value to the derivative s payoff    at maturity       2  give an estimate  in the present market conditions  of the hedging vector    of the derivative  usually called delta  it is typically the sensitivity of    the derivative s price w r t  the underlying asset price vector          both corresponding wrappers around tensorflow computation graphs are provided    here           ,,,No,
      everything needed to run classification and regression tasks       ,,,No,
careful with convention  up  is displayed as  1 on the grid plot ,,,No,
noise we use can become negative  further experimentation is needed to,,,No,
they slightly differ  averaging rot and inv inv rot  gives a better,,,No,
      helper class that wraps around multiple different compression operators         this allows for easier testing of different operators  rather than importing    each operator separately  this class can be used and different    compression option values can be passed in to specifiy the operator type         compression option       1   lowrankdecompmatrixcompressor      2   simhashmatrixcompressor          ,,,No,
the following line seems to be needed otherwise it says machines with tpu,,,No,
run for 1 time to create variables  but output is unused  ,,,No,
includes values on both ends of  0 1  ,,,No,
      miscellanious utils for loading tf agent objects and env visualization         convenience methods to enable lightweight usage of tf agents library  env    visualization  and related uses           ,,,No,
the convention in albert is ,,,No,
that only computes the single value needed ,,,No,
feature vector at middle point  batch  feature ,,,No,
filter features columns andkeep only protected feature columns ,,,No,
  feature columns is a list of tf feature column  via x 0  we are,,,No,
filters and keeps only protected features and feature columns ,,,No,
recompute wx on backprop to save memory  perhaps redo patches as well  ,,,No,
initialize random vectors in columns  n x nvectors  ,,,No,
we found a point that apparently is close to a critical point ,,,No,
apparently  uflow restore   does not work here in graph mode ,,,No,
the multiplexer concatenates the  maybe transformed  observations  actions ,,,No,
      tests functionality of training nam models       ,,,No,
this logic was originally added to work around a tf bug which caused some,,,No,
importing it will register some namedtuples that are needed for model spec,,,No,
convert categorical columns to integers ,,,No,
r      computation of feature associations         computes          1  most likely value for a given feature given the clade  genetic        preference  for genera and families          2  most likely value2 for a given feature2 given feature1  value1         implicational feature preference          usage  e g          first run           python3 sigtyp reader main py             sigtyp dir    st2020 master  data             output dir   var  tmp  sigtyp        then  using the defaults           python3 compute associations main py             training data   var  tmp  sigtyp  train csv             dev data   var  tmp  sigtyp  dev csv          ,,,No,
for some reason the categorical columns are floats  coerce them back to,,,No,
fill in explicit feature columns ,,,No,
fill individual wals features as separate columns ,,,No,
these values of c1 and c2 seemed to work better than,,,No,
dilated 1d conv was manually implemented to save computation time for tpu ,,,No,
note  maybe use the pre computed  tf idf  similarity score here  e2e,,,No,
the content to only what is needed  this takes 1min to execute but,,,No,
add positional embeddings if needed,,,No,
a newline starts at the colum where it occurs and ends,,,No,
needed to get tf agents to work ,,,No,
needed for tracing,,,No,
functions for preprocessing categorical and continuous columns ,,,No,
this is 90 degree rotation about the z axis with the convention of,,,No,
   unused 39   ,,,No,
last vdom ends at end ,,,No,
variant 1  move backward,,,No,
target value  this ends up being a quadratic equation ,,,No,
we assume masking will be done later if needed  after converting logits ,,,No,
move the bucket s padding config into the batch metadata ,,,No,
the convention we follow is that body com 2  is always 0  and geom pos 2  is the object height,,,No,
probably consider set to nan or ignore label ,,,No,
if no best possible live score is better than current worst finished,,,No,
x axis  columns ,,,No,
we assume the default end of sentence token id is 1  t5 convention  ,,,No,
a tuple by convention  len axes tuple  then also gives the rank efficiently ,,,No,
same convention as other tokenizers ,,,No,
definitely unnecessary   len list matches     0 felt ugly  ,,,No,
      helper class that wraps around multiple different compression operators         this allows for easier testing of different operators  rather than importing    each operator separately  this class can be used and different    compression option values can be passed in to specifiy the operator type         compression option       1   lowrankdecompmatrixcompressor      2   simhashmatrixcompressor      3   dlmatrixcompressor      4   kmeansmatrixcompressor      8   kmeansandpruningmatrixcompressor      9   inputcompressor          ,,,No,
deleted tokens  bracketed by unused  should have a segment id of 2 ,,,No,
writing this comment it achieves this in 1729 steps whereas the best known,,,No,
code below is from the colab for the workaround for b  64980341,,,No,
unused by validate,,,No,
the dropna   is a workaround for https     github com  pydata  pandas  issues  13098,,,No,
 3  maybe update the learning rate,,,No,
too much memory  a lazy load would be better  but later,,,No,
this line is kind of a temporary kludge because different objects expect,,,No,
pretend it ends with a full stop so last span is a sentence,,,No,
this one is needed for various tranfroms,,,No,
as bigger is better ,,,No,
the result above got me wondering where were those 200 statuses code we ve seen before  i tested the code on the command line and they are there  so a little reasearch and i found that apparently it is not possible to run async tasks easily on a jupyter notebook  ref  http     ipywidgets readthedocs io  en  latest  examples  widget 20asynchronous html  ,,,No,
i was able to manually check each individual suspicious reimbursement and the list of the ones have been confirmed have been sent to the team  out of 81 suspects raised  47 have a huge potential of being illegal ,,,No,
add hook for building doxygen xml when needed,,,No,
implement copy button,,,No,
implement replace on buyers,,,No,
move to where strategy results are,,,No,
implement replace on sellers,,,No,
dictionary of period ends  will be used in plotting,,,No,
   below are global dictionaries that will contain information needed to execute several functions   ,,,No,
ends period timer,,,No,
here we define columns for the table person,,,No,
must be a better way    ,,,No,
feature columns describe how to use the input ,,,No,
ends up being fed with all  1  examples followed by all  0  examples ,,,No,
in this matrix rows are documents  columns   features  terms  tfidf s ,,,No,
print   hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh   wells df from split columns ,,,No,
                exclude any we re not going to use for not having the needed tops and curves                     ,,,No,
                 now to clean the dataframe  rename columns  and merge with the new dataframe that has the neighbors                    ,,,No,
                 6 and 7 in the functions below are the 6th and 7th columns    should replace with something more obvious                        ,,,No,
print   wells df from split columns   wells df from split columns ,,,No,
print   number of columns in len df all wells wknn columns    len df all wells wknn columns  ,,,No,
          identify which columns to use as training features,,,No,
                     at some point come back and see if i can instead use a standard list of things to not include and make the list of columns to use as features more automatically                 ,,,No,
       two lists of columns to not use as training features  columns taken out as they aren t present often enough in the well dataset,,,No,
               number of columns for training,,,No,
identify which columns to use as labels,,,No,
     col list   df all col presplit wtraintest classbalanced columns,,,No,
    columns to not trainon andnotcurves   config columns to not trainon andnotcurves,,,No,
    columns to not trainon andarecurves   config columns to not trainon andarecurves,,,No,
len df train featwithhighcount columns ,,,No,
len df testplusrebaltrain featwithhighcount columns ,,,No,
            next few lines to combine the two lists above and take those columns out of dataframe            ,,,No,
        identify which columns to use as labels         ,,,No,
columns to use as labels   config columns to use as labels          class distfrpick toptarget   uwi   trainortest   toptarget depth  ,,,No,
note  tensorflow based models depend on global state  graph and session  given by the context ,,,No,
columns defined via backreference are available as mapper instance attributes  e g  ,,,No,
prevent truncating columns,,,No,
assert autolog is called again once pyspark is imported,,,No,
8  np ndarrays can be converted to dataframe but have no columns,,,No,
 exceptionsafeabstractclass  as  unused import   https     github com  pycqa  pylint  issues  1630,,,No,
stop now deletes unused spawners ,,,No,
what happened  maybe spawn failed ,,,No,
you probably want to render a template instead ,,,No,
and then    if it ends in something like    v1 1   parse the,,,No,
maybe not the most robust way to check this ,,,No,
this is needed because in the case of the generator decoder the,,,No,
this is needed because mpz adds a 1 at the beginning,,,No,
this is work around until we can get rid of graph,,,No,
needed to shadow class variable,,,No,
   the next block is needed because matplotlib 3 3 3 renamed,,,No,
to the checksum calculation  maybe it s redundant,,,No,
unstacking  needed for ndarrays of dimension 2 and more,,,No,
create csv file with 7 columns  image path  5 captions  and split,,,No,
needed otherwise can t figure,,,No,
needed because of concurrent hdf5 writes,,,No,
workaround type limitations of the underlying frameworks,,,No,
is there a better way to do this ,,,No,
but it is unclear whether convergence would be faster if we applied,,,No,
work around torch einsum performance issues,,,No,
we ll speed up parameter tuning by caching the message passing paths,,,No,
compute batch context for each non batch dim  by convention the,,,No,
achieves better results ,,,No,
initialize a global module instance if needed ,,,No,
structure ends up being faster since each program structure would,,,No,
and a seemingly redundant  to x device  is needed below ,,,No,
somewhat better  the reason seems to be some combination of  i  the better,,,No,
compute the kernel ingredients needed for svgd,,,No,
convert between discrete hmm convention for initial state and variable,,,No,
lazy init and grow as needed ,,,No,
only populate the cache if it s needed ,,,No,
recomputing  fake y  is needed since  net d  is changed,,,No,
       created on 2017 05 18    update  on 2017 05 18    author  peter harrington  1988   u7247 u523b    github  https     github com  apachecn  ailearning       ,,,No,
       created on feb 16  2011    update on 2017 05 18    k means clustering for ch10 of machine learning in action    author  peter harrington   u90a3 u4f0a u62b9 u5fae u7b11    github  https     github com  apachecn  ailearning       ,,,No,
       created on mar 8  2011    update  on 2017 05 18    author  peter harrington   u5c71 u4e0a u6709 u8bfe u6811   u7247 u523b    github  https     github com  apachecn  ailearning       ,,,No,
       created on feb 27  2011        author  peter       ,,,No,
       created on sep 16  2010    update  on 2017 05 18    author  peter harrington   u7f8a u4e09   u5c0f u7476    github  https     github com  apachecn  ailearning       ,,,No,
       created on oct 27  2010    update  on 2017 05 18    logistic regression working module    author  peter harrington   u7f8a u4e09   u5c0f u7476    github  https     github com  apachecn  ailearning       ,,,No,
       created on oct 27  2010    update  on 2017 05 18    logistic regression working module    author   u5c0f u7476    github  https     github com  apachecn  ailearning    scikit learn u7684 u4f8b u5b50 u5730 u5740 uff1ahttp     scikit learn org  stable  modules  linear model html logistic regression       ,,,No,
       created 2017 04 25    update  on 2017 05 18    random forest algorithm on sonar dataset    author  flying sfeng   u7247 u523b    github  https     github com  apachecn  ailearning            u6e90 u4ee3 u7801 u7f51 u5740 uff1ahttp     www tuicool com  articles  iiufeim    flying sfeng u535a u5ba2 u5730 u5740 uff1ahttp     blog csdn net  flying sfeng  article  details  64133822   u611f u8c22 u4f5c u8005 u8d21 u732e        ,,,No,
       created on jan 8  2011    update  on 2017 05 18    author  peter harrington   u5c0f u7476    github  https     github com  apachecn  ailearning       ,,,No,
       created on feb 4  2011    update on 2017 12 20    tree based regression methods source code for machine learning in action ch  9    author  peter harrington   u7247 u523b   u5c0f u7476  zh0ng    github  https     github com  apachecn  ailearning       ,,,No,
       created on 2017 05 18    update  on 2017 11 17    author  peter harrington  1988   u7247 u523b    github  https     github com  apachecn  ailearning       ,,,No,
       created on jun 1  2011    update  on 2017 12 20    author  peter harrington   u7247 u523b    github  https     github com  apachecn  ailearning       ,,,No,
          created on oct 27  2010    update  on 2017 05 18    logistic regression working module    author  peter harrington   u7f8a u4e09   u5c0f u7476  bbruceyuan    github  https     github com  apachecn  ailearning          ,,,No,
evaluate leakage energy  tile  ima  noc is power gated if unused,,,No,
doesn t replicate the exact  sample and hold  functionality  just does hold ,,,No,
2 bit   xbar bits  are fed to columns of crossbar ,,,No,
invert array for convention of simpleitk      depth  row  column ,,,No,
print color cyan     number of rows and columns      color end   str df shape  ,,,No,
     frequency of age  scaling is needed ,,,No,
if  name  in df columns ,,,No,
if  party name  in df columns ,,,No,
if  party surname  in df columns ,,,No,
if  province  in df columns ,,,No,
if  area  in df columns ,,,No,
maybe you should also have meanify    and meanify args  ,,,No,
up until the fit   method   so maybe should put baselayer in,,,No,
set x axis label  and no y axis needed,,,No,
macos python3 8 workaround,,,No,
print if needed,,,No,
y coordinates of edge ends,,,No,
z coordinates of edge ends,,,No,
x coordinates of edge ends,,,No,
it s needed because ground truth can have discontinuous cluster set,,,No,
          code adapted and modified by ajmal moochingal    original code credit goes to tensorflow authors          convert the lisa traffic sign dataset into tensorflow tfrecords         1  download lisa dataset here   http     cvrr ucsd edu  lisa  lisa traffic sign dataset html    2  specify dataset root directory and output directory        example usage            create lisa tf record   data dir   home  user  lisa                 output dir   home  user  lisa  output              ,,,No,
call this method only when a move is verified as a valid move,,,No,
convert  gender  values to new columns,,,No,
convert  fticket  values to new columns,,,No,
  drop columns with categorical values,,,No,
  drop unwanted columns,,,No,
merge regionprops statistics with a seperate bounding box columns,,,No,
logger info    columns       str stats columns  ,,,No,
find the vector with the x values  only needed to save the covariances ,,,No,
reduce the size of the matrix as needed,,,No,
read only the necessary columns from the csv,,,No,
moving averages ends up in the trainable variables collection,,,No,
red columns ,,,No,
in case we use sessions someday  would be good ,,,No,
       r    modification of the function  dbspeech wav reader py  of the deep speaker created by philipperemy  r    working on python 3 r    input   db path r    output   1  make db structure using pd dataframe which has 3 columns  file id  file path  speaker id  db id  r                    read db structure  function r             2  read a wav file from db structure r                    read audio  function r     r     corpus root  speaker robot db r          r           s1 light 700 mod   r                   r                    c001f2   r                         r                          c001f2inde001 txt r                         r                          c001f2inde001 wav r                         r                          c001f2inde002 txt r                         r                           r                   r                    c001m3   r                         r                           r          r           etri readsent   r                       r     r          ,,,No,
 remove columns which are not included in preserv terms ,,,No,
while 0  move 0  and move 0  n and 0  move 1  and move 1  n ,,,No,
number of columns,,,No,
feature columns    tf feature column numeric column   x    shape  2   ,,,No,
work around bug in lsm510 software,,,No,
lsm 2 0 ends here,,,No,
update when the data is full or when the episode ends,,,No,
squares on which pieces can move,,,No,
move probability matrix,,,No,
output a 8x8x8x8  softmaxed  value of move probability,,,No,
  more original version move,,,No,
          file         hep resnet py    author       valentin kuznetsov  vkuznet at gmail dot com     description  hep resnet model          ,,,No,
cms convention to use power of 10,,,No,
          file         workflow py    author       valentin kuznetsov  vkuznet at gmail dot com     description  mlaas4hep workflow  it provides example how to read root files and train over them ml model          ,,,No,
clean path  columns ,,,No,
on various sub samples of the dataset and use averaging to improve the predictive,,,No,
produces  cleaned csv modified  located in cleaned data file path  now all cleaned csv from 1993 2019 have additinoal columns,,,No,
columns that are normalized   continuous variables ,,,No,
cleanall raw data file path  raw cleaned data file path  columns ,,,No,
produces  cleaned csv modified  located in cleaned data file path  now all cleaned csv from 1993 2018 have additional columns,,,No,
       r    file    main py r    author  xiaohan chen r    email   chernxh tamu edu r    last modified  2018 10 13 r     r    main script  start running model from main py  r          ,,,No,
open the mem mapped file and reshape it to what s needed ,,,No,
needed for matplotlib to keep plots opened,,,No,
move embeddings from context back to original sentence  if using context ,,,No,
if sentence ends  convert and return,,,No,
if sentence ends  break,,,No,
add attention if needed,,,No,
although probably not that much of a problem in practice   ,,,No,
when a text ends with a split token ,,,No,
candidates  this helps reduce the number of queries needed to update ,,,No,
snorkel changed the label convention  abstain is now represented by  1  used to be 0  ,,,No,
remove dts columns,,,No,
create columns for export to sql server,,,No,
  convert numeric columns to factor  category columns,,,No,
plot these columns,,,No,
remove datetime columns,,,No,
remove excluded columns  if they are still in the list ,,,No,
raise an error here if any of the columns the model expects are not in the prediction dataframe,,,No,
select only specific columns,,,No,
check that specified columns are not included,,,No,
select all data excluding datetime columns,,,No,
we are passing only cat list cols to gettempimuteddata   func and later joining it with x numericimputed df  so that                       gettempimuteddata   func will take minimum time for temporary imputation and it wil not iterate on the columns whose missing               values are already imputed i e numeric cols ,,,No,
beacuse we have intentionally converted genderflg column into numeric type for demonstration of numeric columns as categorical feature ,,,No,
if needed  select a math extensions  mathjax or pngmath  ,,,No,
not needed for latex output ,,,No,
work around until https     github com  sphinx doc  sphinx  pull  5504 is done ,,,No,
needed if we want to give longer variants higher scores,,,No,
timezone variants data file and its columns,,,No,
other removed  unused fields  kept only for backward compatibility,,,No,
store the original functions so we can put them back when the context ends ,,,No,
      filters the results of running evaluation to include only clean examples         it filters the following           examples where the resulting table of the gold query is the empty table      examples where the resulting table of the gold query is  0   if the gold      query returns a count      examples where strings or numerical values in the gold query are not present      in the input utterance      examples where multiple columns are selected in the resulting table        usage         the argument is the   eval txt file that is generated by        official evaluation py               ,,,No,
these are not needed but are made to fit the bert api,,,No,
pad both to longer than needed,,,No,
get mention token start and ends ,,,No,
rewind    didn t move ,,,No,
weird bug where tensor2tensor doens t like non static shapes on cpu ,,,No,
3  the final step adds the starts and ends ,,,No,
maybe update best copy ,,,No,
move to gpu if necessary,,,No,
      author  louis thiry  all rights reserved  2018       ,,,No,
deep hashing network for efficient similarity retrieval                         ,,,No,
          moving average convergence  divergence oscillator  macd     source  http     stockcharts com  school  doku php id chart school technical indicators moving average convergence divergence macd    params          data  pandas dataframe        period long  the longer period ema  26 days recommended         period short  the shorter period ema  12 days recommended         period signal  signal line ema  9 days recommended         column  the name of the column with values for calculating macd in the  data  dataframe        returns         copy of  data  dataframe with  macd val  and  macd signal line  columns added          ,,,No,
          on balance volume  obv     source  http     stockcharts com  school  doku php id chart school technical indicators on balance volume obv    params          data  pandas dataframe        trend periods  the over which to calculate obv     tclose col  the name of the close values column     tvol col  the name of the vol values column        returns         copy of  data  dataframe with  obv  and  obv ema trend periods   columns added          ,,,No,
          bollinger bands    source  https     en wikipedia org  wiki  bollinger bands    params          data  pandas dataframe        trend periods  the over which to calculate bb     tclose col  the name of the close values column        returns         copy of  data  dataframe with  bol bands middle    bol bands upper  and  bol bands lower  columns added          ,,,No,
          average directional movement index    source  https     en wikipedia org  wiki  average directional movement index    params          data  pandas dataframe     tperiods  period for calculating adx  14 days recommended      thigh col  the name of the high values column     tlow col  the name of the low values column        returns         copy of  data  dataframe with  adx    dxi    di plus    di minus  columns added          ,,,No,
          negative volume index  nvi     source  http     stockcharts com  school  doku php id chart school technical indicators negative volume inde    params          data  pandas dataframe     tperiods  period for calculating nvi  255 days recommended      tclose col  the name of the close values column     tvol col  the name of the vol values column        returns         copy of  data  dataframe with  nvi  and  nvi ema  columns added          ,,,No,
          positive volume index  pvi     source  https     www equities com  news  the secret to the positive volume index    params          data  pandas dataframe     tperiods  period for calculating pvi  255 days recommended      tclose col  the name of the close values column     tvol col  the name of the vol values column        returns         copy of  data  dataframe with  pvi  and  pvi ema  columns added          ,,,No,
          accumulation distribution     source  http     stockcharts com  school  doku php st accumulation distribution id chart school technical indicators accumulation distribution line    params          data  pandas dataframe        trend periods  the over which to calculate ad        open col  the name of the open values column     thigh col  the name of the high values column     tlow col  the name of the low values column     tclose col  the name of the close values column     tvol col  the name of the vol values column        returns         copy of  data  dataframe with  acc dist  and  acc dist ema trend periods   columns added          ,,,No,
          ease of movement    source  http     stockcharts com  school  doku php id chart school technical indicators ease of movement emv    params          data  pandas dataframe     tperiod  period for calculating emv     thigh col  the name of the high values column     tlow col  the name of the low values column     tvol col  the name of the vol values column        returns         copy of  data  dataframe with  emv  and  emv ema  period   columns added          ,,,No,
          trix    source  https     www metastock com  customer  resources  taaz   p 114    params          data  pandas dataframe     tperiods  the period over which to calculate the indicator value     tsignal periods  the period for signal moving average     tclose col  the name of the close values column        returns         copy of  data  dataframe with  trix  and  trix signal  columns added          ,,,No,
compute average move size,,,No,
implement locally if the service has thread s  to stop,,,No,
implement locally if the service shouldn t raise warning at startup if configuration is not set,,,No,
sys argv 0  is the name of the binary when using a binary version  ends with nothing or  exe  ,,,No,
we set t if needed,,,No,
add    d to split off the period of a sentence that ends with 1d ,,,No,
warn on old glut implementations that don t implement much of the interface ,,,No,
if necessary  move vector s head and lift down,,,No,
shape info needed to build decoder model,,,No,
runtimeerror  one of the variables needed for gradient computation has,,,No,
 needed for the list of terms in text fields  and,,,No,
columns are eigenvectors like in np linalg eig,,,No,
to work around bug in setuptools monkeypatching of distutils,,,No,
dipy uses a convention for theta and phi that is reversed with respect to,,,No,
clip ends to align class 1 and class 2 variables ,,,No,
standalone numpy and scipy are still needed though  ,,,No,
compare the images  the linear interpolation may introduce slight precision errors ,,,No,
          tracking requires a per voxel model  here  the model is the sparse fascicle    model  described in  rokem2014    this model reconstructs the diffusion signal    as a combination of the signals from different fascicles  this model can be    written as            math              y   x  beta        where y is the signal and   beta are weights on different points in the    sphere  the columns of the design matrix   x  are the signals in each point in    the measurement that would be predicted if there was a fascicle  typically     this will be a prolate tensor with axial diffusivity 3 5 times higher than its    radial diffusivity  the exact numbers can also be estimated from examining    parts of the brain in which there is known to be only one fascicle  e g  in    corpus callosum          sparsity constraints on the fiber odf     beta   are set through the elastic net    algorihtm  zou2005           elastic net optimizes the following cost function            math                sum  i 1   n   y i     hat y  i  2      alpha    lambda   sum  j 1   m  w j        1   lambda    sum  j 1   m  w 2 j         where    hat y   is the signal predicted for a particular setting of    beta      such that the left part of this expression is the squared loss function      alpha  is a parameter that sets the balance between the squared loss on    the data  and the regularization constraints  the regularization parameter       lambda  sets the  l1 ratio   which controls the balance between l1 sparsity     low sum of weights   and low l2 sparsity  low sum of squares of the weights          we start by considering a small volume of data           ,,,No,
buffer to write the mi gradient into  if needed ,,,No,
re allocate buffer for the gradient  if needed,,,No,
get the static to prealigned matrix  only needed for the mi gradient ,,,No,
weighting seem to need a better initial guess,,,No,
          this is the method that will wrap everything that is needed to make a flow    command line ready then run it           ,,,No,
compress file if needed,,,No,
maybe should pre allocate for speed,,,No,
probably explore a more abstract way of doing this,,,No,
this flag is needed only on 32 bits,,,No,
first n 1 columns in last row in matrix contain non zeros,,,No,
move on ,,,No,
workaround for the bug on cvxpy 1 0 15 when lopt   0,,,No,
             figure   denoised mppca png        align  center        the noise suppressing can be visually appreciated by comparing the original    data slice  left panel  to its denoised version  middle panel   the difference    between original and denoised data showing only random noise indicates that    the data s structural information is preserved by the pca denoising algorithm     left panel          below we show how the denoised data can be saved           ,,,No,
make sure text ends with carriage return,,,No,
each channel is a list of columns,,,No,
this way we extend mask of y to m,,,No,
ends at t  and t  is not linked,,,No,
remove unused variables,,,No,
adjust batch size if needed,,,No,
is this really useful is m is specified ,,,No,
    r    mapping and utilities for the names of params propeties  that various spark ml models r    have for their input and output columns r       ,,,No,
we implement upsample through resize instead,,,No,
y  x  rows  columns ,,,No,
panoptic head related param,,,No,
initialize environment manager if needed,,,No,
step 2  check existing paths and create files as needed to populate the,,,No,
running daemon needed,,,No,
initialize file driver if needed,,,No,
avoid flakes unused variable error,,,No,
excluded columns,,,No,
you might need to flip the image rows  vtk has a difference row ordering convention that numpy  opencv,,,No,
convert to grayscale image if needed,,,No,
we can do better of course,,,No,
reason why whe re going next to something,,,No,
note  this ends up being about ten minutes,,,No,
we still have to modify it  because apparently go s yaml parser can not cope with,,,No,
this is needed because tornado converts  foo 2fbar  ref  to  foo  bar  ref ,,,No,
          clean docker images        this serves as a substitute for kubernetes imagegc    which has thresholds that are not sufficiently configurable on gke    at this time           ,,,No,
compute pseudo residuals if needed,,,No,
select best basis,,,No,
compute more columns ,,,No,
